Cluster_name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec
Ivanov 4,07 00 32,-08 52 00,221.857,-2.028,,,,,,,4,,,,
Ivanov 6,07 24 14,-24 38 00,238.48,-4.283,,,,,,,4.5,,,,
Ivanov 7,07 30 40,-15 18 00,230.983,1.484,,,,,,,2.8,,,,
Ivanov 8,08 19 10,-35 39 00,254.012,0.25,,,,,,,2.8,,,,
Ivanov 9,06 59 43,-04 04 00,217.494,-0.016,,,,,,,1,,,,
Johansson 1,15 46 20,-52 22 54,327.9,1.8,570,9.31,0.17,8.3,,17.9,29,,,,
Juchert 1,19 22 32,+12 40 00,47.727,-1.001,,,,,,,3.2,,,,
Juchert 11,03 47 18,+53 54 35,147.071,-0.508,2590,17,1.59,8.93,,-23,5,,,,
Juchert 12,07 20 57,-22 52 00,236.562,-4.122,,,,,,,2,,,,
Juchert 13,12 01 41,-64 06 00,297.531,-1.751,,,,,,,4,,,,
Juchert 18,06 31 28,+06 48 12,204.602,-1.312,,,,,,,2.1,,,,
Juchert 3,19 07 33,+06 17 10,40.361,-0.7,,,,,,,3,,,,
Juchert 9,03 55 21,+58 23 30,145.12,3.68,4400,15.67,0.79,7.6,,282.4,3,,,,
Kharchenko 1,06 08 48,+24 19 54,186.581,2.171,2520,12.94,0.3,8,,95.5,7,,,2.14,-3.54
King 1,00 22 04,+64 22 50,119.763,1.69,1900,13.56,0.7,9.3,,56,9,,,,
King 10,22 54 54,+59 10 00,108.481,-0.396,3379,16.17,1.138,7.446,,-23.4,4,,,,
King 11,23 47 48,+68 38 00,117.163,6.477,2892,16.24,1.27,9.699,,326.2,5,-0.23,-34,,
King 12,23 53 00,+61 58 00,116.124,-0.13,2378,13.71,0.59,7.037,,-5.4,3,,,,
King 13,00 10 06,+61 10 00,117.968,-1.306,3100,15,0.82,8.5,,-70.7,5,,,,
King 14,00 31 54,+63 10 00,120.729,0.379,2593,13.35,0.414,7.924,B2,17.2,6,,,,
King 15,00 32 54,+61 52 00,120.748,-0.926,3162,14.67,0.7,8.4,,-51.1,3,0.07,,,
King 16,00 43 45,+64 11 08,122.095,1.326,1920,14.18,0.89,,B0,44.4,5,,,,
King 17,05 08 24,+39 05 00,167.291,-0.731,3240,14.35,0.58,8.22,,-41.3,5,,,,
King 18,22 52 06,+58 17 00,107.768,-1.031,2340,13.8,0.63,8.4,,-42.1,5,,,,
King 19,23 08 18,+60 31 00,110.57,0.144,1967,13.16,0.547,8.557,B6,4.9,5,,,6.48,5.98
King 2,00 51 00,+58 11 00,122.874,-4.688,5750,14.76,0.31,9.78,,-469.9,5,,,,
King 20,23 33 17,+58 28 33,112.848,-2.857,1900,13.41,0.65,8.3,,-94.7,5,,,,
King 21,23 49 56,+62 41 54,115.946,0.663,2103,14.36,0.886,7.163,B0,25,4,,,,
King 23,07 21 48,-00 59 00,215.529,7.202,3113,12.95,0.16,8.95,,390.3,5,,,,
King 25,19 24 30,+13 42 00,48.865,-0.935,,,,,,,5,,,,
King 26,19 29 00,+14 52 00,50.41,-1.339,2600,16,1.27,8.64,,-60.8,2,,,,
King 4,02 35 42,+59 00 00,136.015,-1.198,3172,15.18,0.863,7.605,,-66.3,5,,,,
King 5,03 14 45,+52 41 12,143.776,-4.287,1900,11.39,0.76,9,,-142,5,-0.38,-52,,
King 6,03 28 06,+56 27 00,143.361,-0.076,871,11.25,0.5,8.34,B8,-1.2,10,0.46,,,
King 7,03 59 00,+51 48 00,149.774,-1.019,2200,15.59,1.25,8.8,,-39.1,7,,,,
King 8,05 49 24,+33 38 00,176.395,3.119,6403,15.83,0.58,8.618,B0,348.4,4,-0.46,,,
King 9,22 15 30,+54 24 00,101.438,-1.831,7900,15.64,0.37,9.5,,-252.4,3,,,,
Kronberger 1,05 28 20,+34 46 52,173.1,0.047,,,,,,,1.5,,,,
Kronberger 2,18 21 19,-14 17 12,16.819,0.029,,,,,,,5,,,,
Kronberger 3,19 39 00,+06 46 00,44.458,-7.376,,,,,,,2,,,,
Kronberger 4,19 45 12,+28 09 35,63.845,1.88,,,,,,,1,,,,
Kronberger 5,19 46 05,+27 50 00,63.66,1.548,,,,,,,6,,,,
Latysev 1,02 52 00,+27 30 00,153.28,-28.174,,,,,,,330,,,,
Latysev 2,13 44 24,+53 30 00,106.137,61.867,,,,,,,300,,,,
Loden 1,10 05 02,-55 47 59,281.02,-0.17,360,8.09,0.1,9.29,,-1.1,21.6,,,-10.37,4.18
Loden 1002,13 54 18,-65 19 00,309.437,-3.242,,,,,,,8,,,,
Loden 1010,13 44 49,-60 15 00,309.51,1.94,700,9.85,0.2,8.69,,23.7,30,,,-7.88,0.27
Loden 1095,13 53 30,-59 45 00,310.682,2.185,,,,,,,13,,,,
Loden 1101,13 58 18,-61 47 00,310.748,0.07,,,,,,,10,,,,
Loden 112,10 32 23,-56 42 00,284.68,1.17,2500,13.85,0.6,6.96,,51,16.8,,,-8.05,5.98
Loden 1152,13 59 30,-59 21 00,311.519,2.382,,,,,,,11,,,,
Loden 1171,13 59 23,-58 22 48,311.75,3.33,500,9.11,0.2,8.45,,29,13.2,,,-13.46,-5.75
Loden 1177,13 59 18,-57 51 00,311.885,3.837,,,,,,,13,,,,
Loden 1194,14 05 42,-59 43 12,312.17,1.82,500,8.65,0.05,8.53,,15.9,21.6,,,-10.07,-3.29
Loden 1202,14 04 24,-58 42 00,312.302,2.838,,,,,,,7,,,,
Loden 1225,14 09 03,-59 43 12,312.58,1.69,1500,11.5,0.2,8.67,,44.2,19.2,,,-9.99,0.25
Loden 1256,14 18 10,-61 25 48,313.11,-0.28,1400,11.66,0.3,8.41,,-6.8,24,,,-4.29,-0.93
Loden 1282,14 15 54,-59 08 00,313.589,1.98,,,,,,,3.5,,,,
Loden 1289,14 14 06,-57 52 00,313.769,3.255,,,,,,,4.5,,,,
Loden 1339,14 33 29,-62 01 00,314.595,-1.478,,,,,,,4,,,,
Loden 1373,14 41 48,-62 52 00,315.139,-2.64,,,,,,,18,,,,
Loden 1375,14 44 18,-63 25 00,315.167,-3.258,,,,,,,12,,,,
Loden 1378,14 30 23,-58 13 00,315.674,2.186,,,,,,,31,,,,
Loden 1409,14 44 56,-61 43 00,315.951,-1.748,,,,,,,31,,,,
Loden 143,10 28 26,-58 46 47,285.3,-0.89,600,9.2,0.1,8.45,,-9.3,42,,-0.4,-11.71,1.86
Loden 153,10 34 40,-58 07 48,285.67,0.09,2670,13,0.28,6.74,,4.2,12,,-10.33,-5.85,4.13
Loden 165,10 34 42,-58 39 00,285.935,-0.365,1900,12.17,0.25,9.48,,-11.9,3.5,,,,
Loden 172,10 28 27,-60 40 00,286.285,-2.502,,,,,,,14,,,,
Loden 189,10 50 20,-56 25 11,286.72,2.59,720,9.69,0.13,8.64,,32.5,33.6,,,-5.73,2.91
Loden 2045,15 10 24,-58 47 00,320.111,-0.626,,,,,,,20,,,,
Loden 2115,15 07 42,-54 30 00,321.946,3.262,,,,,,,20,,,,
Loden 213,10 36 14,-61 51 00,287.694,-3.046,,,,,,,17,,,,
Loden 2158,15 35 00,-58 16 00,323.084,-1.946,,,,,,,32,,,,
Loden 2159,15 33 39,-58 09 00,323.007,-1.747,,,,,,,29,,,,
Loden 2313,15 40 48,-52 28 47,327.16,2.24,1410,10.9,0.05,8.74,,55.1,22.8,,,-3.77,-2.22
Loden 2326,15 43 33,-52 28 30,327.507,1.986,900,11.04,0.41,8.3,,31.2,1.6,,,,
Loden 27,10 11 06,-56 36 00,282.171,-0.335,,,,,,,3.5,,,,
Loden 28,10 03 10,-58 09 00,282.21,-2.21,3950,14.9,0.62,7.3,,-152.3,24,,,-8.06,4.14
Loden 280,11 09 42,-59 06 00,290.187,1.231,,,,,,,4,,,,
Loden 306,11 06 00,-61 07 48,290.55,-0.82,2000,12.25,0.24,6.76,,-28.6,24,,-33,-6.95,0.34
Loden 309,11 09 39,-60 34 48,290.74,-0.14,600,9.67,0.25,8.63,,-1.5,10.8,,,-11.1,1.85
Loden 336,11 20 00,-58 50 00,291.327,1.963,,,,,,,2,,,,
Loden 372,11 30 54,-58 28 47,292.55,2.76,1200,11.64,0.4,8.55,,57.8,12,,,-10.55,-0.81
Loden 402,11 32 42,-60 43 12,293.44,0.7,2450,12.5,0.18,8.2,,29.9,18,,,-6.9,-0.53
Loden 46,10 23 09,-54 50 24,282.6,2.07,540,9.1,0.14,9.03,,19.5,38.4,,,-14.11,2.98
Loden 466,11 43 42,-62 31 00,295.206,-0.665,,,,,,,3.5,,,,
Loden 467,11 45 30,-62 26 00,295.386,-0.532,,,,,,,4.5,,,,
Loden 480,11 55 58,-58 24 00,295.7,3.69,1200,11.33,0.3,8.71,,77.2,18,,,-10.56,2.94
Loden 481,11 51 57,-61 16 47,295.84,0.77,1520,11.65,0.24,8.19,,20.4,33.6,,-22.05,-3.87,1.67
Loden 565,12 08 06,-60 43 12,297.65,1.71,650,9.69,0.2,8.05,,19.4,24,,10.1,-3.14,-0.96
Loden 59,10 30 18,-54 03 36,283.08,3.28,650,9.13,0.02,8.45,,37.2,19.2,,,-9.54,1.28
Loden 615,12 20 38,-64 46 47,299.65,-2.1,1000,10.15,0.05,8.63,,-36.6,19.2,,,-6.97,-2.24
Loden 624,12 26 22,-61 43 00,299.966,1.011,,,,,,,38,,,,
Loden 682,12 47 16,-60 39 00,302.42,2.22,900,10.39,0.2,8.41,,34.9,20.4,,,-4.31,-2.69
Loden 694,12 53 02,-60 45 00,303.12,2.12,1700,11.9,0.24,7.38,,62.9,36,,-23,-6.23,0.9
Loden 757,13 12 24,-65 18 00,305.121,-2.517,,,,,,,18,,,,
Loden 807,13 24 39,-62 30 00,306.75,0.13,925,10.45,0.2,8.3,,2.1,21.6,,,-6.45,-0.93
Loden 821,13 23 59,-59 47 24,307.02,2.83,2800,13.79,0.5,7.29,,138.2,24,,-39,-6.13,0.57
Loden 848,13 34 06,-64 31 00,307.502,-2.024,,,,,,,11,,,,
Loden 89,10 29 13,-56 46 47,284.35,0.87,380,8.05,0.05,8.47,,5.8,36,,,-8.1,3.77
Loden 894,13 39 41,-64 20 00,308.128,-1.949,,,,,,,9,,,,
Loden 915,13 34 06,-59 15 00,308.37,3.171,,,,,,,32,,,,
Loden 991,13 45 24,-62 01 00,309.216,0.195,,,,,,,5,,,,
Loden 995,13 54 17,-64 56 59,309.52,-2.88,2400,12.83,0.3,8.34,,-120.6,26.4,,,-3.97,-0.91
Loiano 1,19 58 21,+32 32 24,69.053,1.704,2700,13.52,0.44,8.4,,,6,,,,
Luginbuhl-Skiff 1,06 14 48,+12 52 24,197.314,-2.093,3150,14.26,0.57,8.4,,-115,7,,,,
Lynga 1,14 00 02,-62 09 00,310.849,-0.337,2283,13.22,0.46,8.007,B,-13.4,3,,,-7.66,-2.45
Lynga 11,16 38 09,-46 19 00,338.182,0.454,2300,14,0.7,8.8,,18.2,4.5,,,,
Lynga 12,16 46 04,-50 46 00,335.695,-3.463,1000,10.68,0.22,8.75,,-60.4,5,,,,
Lynga 13,16 48 53,-43 26 00,341.605,0.909,,,,,,,9,,,,
Lynga 14,16 55 04,-45 14 00,340.919,-1.089,881,14.15,1.428,6.712,,-16.7,3,,,,
Lynga 15,11 42 24,-62 29 00,295.053,-0.672,,,,,,,8,,,,
Lynga 2,14 24 35,-61 20 00,313.864,-0.454,1000,10.61,0.196,8.122,B,-7.9,10,,,-5.16,-5.8
Lynga 3,15 16 49,-58 22 00,321.043,-0.702,,,,,,,5,,,,
Lynga 4,15 33 19,-55 14 00,324.656,0.659,,,,,,,3,,,,
Lynga 5,15 41 54,-56 39 00,324.79,-1.194,,,,,,,10,,,,
Lynga 6,16 04 52,-51 56 00,330.369,0.323,1600,14.9,1.25,7.43,B,9,5,,-59.4,-13.61,-1.83
Lynga 8,16 19 41,-50 13 00,333.635,-0.36,,,,,,,1,,,,
Lynga 9,16 20 41,-48 32 00,334.54,1.067,,,,,,,5,,,,
Mamajek 1,08 42 06,-79 01 38,292.482,-21.654,97,4.93,0,6.9,,-35.8,40,,16.1,-30,27.8
Mamajek 2,17 38 00,-08 06 00,17.036,12.315,173,7,0.26,8.1,,36.9,20,,-18.9,-12.1,-20.6
Mandushev 1,19 42 00,+29 27 08,64.619,3.131,,,,,,,13,,,,
Markarian 38,18 15 17,-19 00 00,11.983,-0.931,1471,12.09,0.405,6.882,O9,-23.9,2,,-18,0.07,-2.2
Markarian 50,23 15 18,+60 28 00,111.35,-0.225,2114,14.14,0.81,7.095,B0,-8.3,2,,,,
Mayer 1,00 21 54,+61 44 24,119.44,-0.93,1429,12.02,0.4,7.74,,-23.2,24,,-20.9,-5.27,-5.87
Mayer 2,04 19 45,+53 10 00,151.176,2.124,,,,,,,3,,,,
Mayer 3,07 30 06,-18 32 00,233.755,-0.187,,,,,,,4,,,,
Melotte 101,10 42 12,-65 06 00,289.864,-5.561,1995,12.99,0.48,7.89,B6,-193.3,15,,,,
Melotte 105,11 19 42,-63 29 00,292.904,-2.412,2208,13.21,0.482,8.316,,-92.9,5,,,,
Melotte 111,12 25 06,+26 06 00,221.353,84.025,96,4.95,0.013,8.652,A0,95.5,120,,,-10.84,-3.2
Melotte 20,03 22 00,+48 37 00,146.568,-5.862,185,6.61,0.09,7.854,B2,-18.9,300,,,,
Melotte 22,03 47 00,+24 07 00,166.571,-23.521,150,5.97,0.03,8.131,B5,-59.9,120,,5.67,19.88,-45
Melotte 227,20 17 19,-79 02 00,314.806,-30.639,120,5.52,0.04,8.57,B9,-61.2,70,,,,
Melotte 25,04 26 54,+15 52 00,180.064,-22.343,45,3.3,0.01,8.896,A2,-17.1,330,0.17,,,
Melotte 66,07 26 23,-47 40 00,259.559,-14.244,4313,13.62,0.143,9.445,A0,-1061.2,14,-0.35,23,,
Melotte 71,07 37 30,-12 04 00,228.949,4.498,3154,12.84,0.113,8.371,,247.4,7,-0.3,,,
Melotte 72,07 38 24,-10 41 00,227.841,5.361,3000,13,0.2,8.78,,280.3,5,,,,
Miller 1,09 25 42,-53 14 00,275.01,-1.902,,,,,,,1,,,,
Moffat 1,16 01 36,-54 08 36,328.54,-1,2100,14.7,1,7,,-36.7,2,,,,
Moitinho 1,08 19 17,-45 12 30,261.935,-5.112,,,,,,,3,,,,
Muzzio 1,08 57 12,-47 46 00,267.926,-1.466,,,,,,,10,,,,
NGC 0103,00 25 16,+61 19 24,119.797,-1.389,3026,13.66,0.406,8.126,B3,-73.4,4,,,,
NGC 0110,00 27 25,+71 23 00,120.996,8.602,,,,,,,20,,,,
NGC 0129,00 30 00,+60 13 06,120.27,-2.543,1625,12.75,0.548,7.886,B5,-72.1,19,,-38.5,-1.06,1.6
NGC 0133,00 31 19,+63 21 00,120.678,0.566,630,10.86,0.6,7,A4,6.2,7,,,-0.7,-0.4
NGC 0136,00 31 31,+61 30 36,120.558,-1.27,5220,15.76,0.7,8.4,,-115.7,1.5,,,,
NGC 0146,00 33 03,+63 18 06,120.868,0.504,3032,13.9,0.48,7.822,B3,26.7,7,,,,
NGC 0188,00 47 28,+85 15 18,122.843,22.384,2047,11.81,0.082,9.632,F2,779.5,17,-0.02,-44,-1.48,-0.56
NGC 0189,00 39 35,+61 05 06,121.499,-1.744,752,10.68,0.42,7,A0,-22.9,3,,,,
NGC 0225,00 43 39,+61 46 30,122.011,-1.083,657,9.94,0.274,8.114,B8,-12.4,12,,,-4.95,-0.5
NGC 0272,00 51 24,+35 49 54,122.931,-27.05,,,,,,,4,,,,
NGC 0305,00 56 20,+12 04 00,124.825,-50.787,,,,,,,6,,,,
NGC 0366,01 06 26,+62 13 48,124.678,-0.591,1785,15.15,1.256,7.41,B0,-18.4,3.5,,,,
NGC 0381,01 08 19,+61 35 00,124.939,-1.223,1148,11.54,0.4,8.505,A2,-24.5,6,0.07,,0.87,-1.34
NGC 0433,01 15 11,+60 07 36,125.888,-2.609,2323,14.5,0.86,7.5,B0,-105.7,2,,,,
NGC 0436,01 15 58,+58 48 42,126.111,-3.909,3014,13.82,0.46,7.926,B5,-205.5,5,,-74.4,,
NGC 0457,01 19 35,+58 17 12,126.635,-4.383,2429,13.39,0.472,7.324,B2,-185.6,20,,-34,-0.61,-1.9
NGC 0559,01 29 31,+63 18 24,127.193,0.75,1258,12.95,0.79,7.748,,16.5,6,,,,
NGC 0581,01 33 23,+60 39 00,128.053,-1.804,2194,12.89,0.382,7.336,B2,-69.1,5,,-37,-1.6,0.66
NGC 0609,01 36 23,+64 32 18,127.74,2.087,3981,14.08,0.35,9.232,,145,3,,,,
NGC 0637,01 43 04,+64 02 24,128.546,1.732,2160,13.64,0.634,6.98,B0,65.3,3,,-46,,
NGC 0654,01 44 00,+61 53 06,129.082,-0.357,2041,14.24,0.868,7.148,B0,-12.7,5,,-33.8,-1.34,-0.72
NGC 0657,01 43 21,+55 50 11,130.221,-6.299,,,,,,,4,,,,
NGC 0659,01 44 24,+60 40 24,129.375,-1.534,1938,13.46,0.652,7.548,B0,-51.9,5,,,-2.67,1.07
NGC 0663,01 46 09,+61 14 06,129.467,-0.941,1952,13.87,0.78,7.209,B1,-32.1,14,,-32,-1.49,-2.3
NGC 0743,01 58 37,+60 09 18,131.203,-1.633,,,,,,,6,,,,
NGC 0744,01 58 33,+55 28 24,132.404,-6.159,1207,11.6,0.384,8.248,B9,-129.5,5,,,-1.34,1.15
NGC 0752,01 57 41,+37 47 06,137.125,-23.254,457,8.4,0.034,9.05,A2,-180.4,75,-0.08,4.7,7.5,-11.5
NGC 0869,02 19 00,+57 07 42,134.632,-3.741,2079,13.37,0.575,7.069,B0,-135.6,18,,-53,-0.92,-1.66
NGC 0884,02 22 18,+57 08 12,135.052,-3.582,2345,13.59,0.56,7.032,B0,-146.5,18,,-40.5,-1.61,0.17
NGC 0956,02 32 30,+44 35 36,141.178,-14.624,,,,,,,9,,,,
NGC 0957,02 33 21,+57 33 36,136.287,-2.645,1815,13.9,0.842,7.042,B1,-83.8,10,,-36,1.11,0.28
NGC 1027,02 42 40,+61 35 42,135.758,1.525,772,10.45,0.325,8.203,B3,20.5,20,,15,-1.9,1.6
NGC 1039,02 42 05,+42 45 42,143.658,-15.613,499,8.71,0.07,8.249,B8,-134.3,35,-0.3,-7.8,-0.07,-7.1
NGC 1146,02 57 37,+46 26 16,144.487,-11.086,,,,,,,0.5,,,,
NGC 1193,03 05 32,+44 23 00,146.749,-12.199,4300,13.54,0.12,9.9,,-908.6,3,-0.29,,,
NGC 1220,03 11 40,+53 20 42,143.036,-3.963,1800,13.45,0.7,7.778,,-124.4,4,,,,
NGC 1245,03 14 42,+47 14 12,146.647,-8.931,2876,13.22,0.3,8.704,B9,-446.5,9,0.1,,,
NGC 1252,03 10 49,-57 46 00,274.084,-50.831,640,9.09,0.02,9.48,,-496.2,14,,,,
NGC 1342,03 31 38,+37 22 36,154.952,-15.342,665,10.1,0.319,8.655,A2,-175.9,15,-0.16,-10.9,-1.15,-2.8
NGC 1348,03 34 06,+51 24 30,146.969,-3.709,1820,14.46,1.02,8.11,,,6,,,,
NGC 1444,03 49 25,+52 39 30,148.096,-1.292,1199,12.6,0.712,7.964,B0,-27,4,,,2.34,-1.95
NGC 1496,04 04 32,+52 39 42,149.847,0.187,1230,11.84,0.45,8.8,,4,4,,,,
NGC 1498,04 00 18,-12 00 54,203.623,-43.33,,,,,,,2,,,,
NGC 1502,04 07 50,+62 19 54,143.672,7.658,821,11.92,0.759,7.051,B0,109.4,8,,-18,0.49,0.5
NGC 1513,04 09 57,+49 30 54,152.59,-1.574,1320,12.68,0.67,8.11,,-36.3,10,,,4.95,-3.5
NGC 1520,03 57 51,-76 47 42,291.137,-35.705,,,,,,,5,,,,
NGC 1528,04 15 23,+51 12 54,152.057,0.258,776,10.25,0.258,8.568,A0,3.5,16,,-10.3,1.37,-1.4
NGC 1545,04 20 57,+50 15 12,153.359,0.184,711,10.2,0.303,8.448,B8,2.3,18,-0.06,-12,0.25,0.2
NGC 1548,04 21 20,+36 55 00,162.895,-9.18,,,,,,,4,,,,
NGC 1557,04 13 11,-70 28 18,283.773,-38.261,,,,,,,21,,,,
NGC 1582,04 31 53,+43 49 00,159.303,-3.039,1100,11.29,0.35,8.48,B8,,15,,,,
NGC 1605,04 34 53,+45 16 12,158.574,-1.579,2559,15.05,0.97,7.61,,-70.5,6,,,,
NGC 1624,04 40 38,+50 28 04,155.356,2.616,6025,16.38,0.8,6.6,,275,6,,,,
NGC 1641,04 35 32,-65 45 00,277.203,-38.318,1200,10.71,0.1,9.2,,-744,11,,,,
NGC 1647,04 45 55,+19 06 54,180.337,-16.772,540,9.81,0.37,8.158,B8,-155.8,40,,-2,-1.77,-2
NGC 1662,04 48 27,+10 56 12,187.695,-21.114,437,9.14,0.304,8.625,A0,-157.4,20,-0.09,-13.9,-1.93,-2.1
NGC 1663,04 48 58,+13 08 54,185.845,-19.735,700,9.85,0.2,9.3,,,12,,,,
NGC 1664,04 51 06,+43 40 30,161.677,-0.446,1199,11.18,0.254,8.465,B8,-9.3,9,,7.8,1.96,-5.1
NGC 1708,05 03 25,+52 50 59,155.74,6.85,600,9.88,0.32,8.76,,71.6,25.2,,,-3.52,0.39
NGC 1724,05 03 32,+49 29 30,158.45,4.845,,,,,,,2,,,,
NGC 1746,05 03 50,+23 46 12,179.07,-10.65,760,10.18,0.25,8.19,B5,-140.5,68.4,,2,-1.87,-3.07
NGC 1750,05 03 55,+23 39 30,179.178,-10.695,630,10.05,0.34,8.3,,-116.9,20,,,-3.14,-2.91
NGC 1758,05 04 35,+23 47 54,179.155,-10.49,760,10.46,0.34,8.6,,-138.4,9,,,-1.44,-3.5
NGC 1778,05 08 04,+37 01 24,168.903,-2.015,1469,11.88,0.336,8.155,B6,-51.7,8,,10,3.33,-3.21
NGC 1785,04 58 35,-68 50 40,280.014,-35.247,,,,,,,3,,,,
NGC 1790,05 11 07,+52 03 24,157.034,7.358,,,,,,,12,,,,
NGC 1798,05 11 39,+47 41 30,160.703,4.85,3550,13.9,0.37,9.2,,300.1,5,,,,
NGC 1802,05 10 15,+24 08 23,179.64,-9.24,400,8.78,0.25,8.66,,-64.2,36,,,-0.48,-8.23
NGC 1807,05 10 43,+16 31 18,186.088,-13.495,,,,,A2,,15,,,,
NGC 1817,05 12 15,+16 41 24,186.156,-13.096,1972,12.51,0.334,8.612,A0,-446.8,16,-0.26,,1.02,-6.51
NGC 1857,05 20 05,+39 19 30,168.405,1.259,,,,,A0,,6,,,,
NGC 1883,05 25 54,+46 29 24,163.083,6.159,4800,14.12,0.23,9,,515,3,-0.22,-30.6,,
NGC 1891,05 21 25,-35 44 24,239.695,-32.878,,,,,,,15,,,,
NGC 1893,05 22 44,+33 24 42,173.585,-1.68,3280,14.38,0.581,7.027,,-96.2,11,,-4.7,0.54,-4.03
NGC 1896,05 25 40,+29 17 59,177.34,-3.48,820,10.03,0.15,8.8,,-49.8,22.8,,,0.54,-8.03
NGC 1901,05 18 15,-68 26 12,279.022,-33.603,415,8.28,0.06,8.92,,-229.7,15,,,1.69,9.5
NGC 1907,05 28 05,+35 19 30,172.619,0.306,1556,12.25,0.415,8.567,B3,8.3,7,,0.1,-1.88,-1.63
NGC 1912,05 28 40,+35 50 54,172.25,0.695,1066,10.91,0.248,8.463,B4,12.9,20,,-1,-0.05,-5.7
NGC 1931,05 31 25,+34 14 42,173.898,0.281,3086,14.73,0.738,7.002,,15.1,5,,,,
NGC 1960,05 36 18,+34 08 24,174.535,1.072,1318,11.29,0.222,7.468,B2,24.7,10,,-4,0.15,-4.05
NGC 1963,05 32 17,-36 23 30,240.992,-30.869,,,,,,,13,,,,
NGC 1976,05 35 16,-05 23 24,209.01,-19.386,399,8.16,0.05,7.11,O6,-132.4,47,,,1.67,-0.3
NGC 1977,05 35 24,-04 49 12,208.48,-19.1,500,8.65,0.05,7.08,,-163.6,25.2,,25.26,2.42,-1.9
NGC 1980,05 35 24,-05 54 35,209.51,-19.6,550,8.86,0.05,6.67,B1,-184.5,25.2,,25.34,0.83,-0.36
NGC 1981,05 35 09,-04 24 00,208.06,-18.96,400,8.16,0.05,7.5,B1,-130,30,,27.94,1.01,1.14
NGC 1996,05 38 02,+25 46 12,181.8,-3.11,1400,11.2,0.15,8.45,,-76,24,,,0.58,-4.35
NGC 2013,05 44 01,+55 47 36,156.513,13.417,,,,,,,4,,,,
NGC 2017,05 39 17,-17 50 48,221.623,-23.708,,,,,,,6,,,,
NGC 2026,05 43 12,+20 08 00,187.234,-5.059,,,,,,,11,,,,
NGC 2039,05 44 00,+08 41 30,197.575,-10.274,,,,,,,30,,,,
NGC 2061,05 42 41,-34 00 12,238.929,-27.93,,,,,,,16,,,,
NGC 2063,05 46 43,+08 46 54,197.286,-10.766,,,,,,,9,,,,
NGC 2099,05 52 18,+32 33 12,177.635,3.091,1383,11.64,0.302,8.54,B9,74.6,14,0.08,7.7,3.78,-7.09
NGC 2112,05 53 45,+00 24 36,205.872,-12.615,850,11.6,0.63,9.301,,-185.6,18,-0.11,39,,
NGC 2126,06 02 32,+49 52 00,163.237,13.129,1200,11,0.2,9.1,,295,5,,,,
NGC 2129,06 00 41,+23 19 06,186.555,0.056,1515,12.9,0.646,7.318,B1,1.5,5,,-6.3,2.22,-1.66
NGC 2132,05 55 18,-59 54 36,268.69,-30.2,,,,,,,17,,,,
NGC 2141,06 02 55,+10 26 48,198.044,-5.81,4033,13.8,0.25,9.231,,-408.3,10,-0.26,43,1.38,-1.78
NGC 2143,06 03 07,+05 46 11,202.19,-8.02,800,9.52,0,9.15,,-111.6,25.2,,,2.85,2.4
NGC 2158,06 07 25,+24 05 48,186.634,1.781,5071,14.64,0.36,9.023,F0,157.6,5,-0.23,28,,
NGC 2165,06 11 04,+51 40 36,162.161,15.13,,,,,,,9,,,,
NGC 2168,06 09 00,+24 21 00,186.587,2.219,816,10.37,0.262,7.979,B3,31.6,25,-0.16,17.7,1.85,-3
NGC 2169,06 08 24,+13 57 54,195.608,-2.934,1052,10.73,0.199,7.067,B1,-53.8,5,,17,-4.21,-2.45
NGC 2175,06 09 39,+20 29 12,190.043,0.482,1627,12.91,0.598,6.953,,13.7,5,,22,1.8,-2.26
NGC 2180,06 09 36,+04 42 42,203.91,-7.098,910,9.8,0.12,8.85,,-114,11,,,,
NGC 2184,06 11 13,-03 26 24,211.41,-10.52,640,9.28,0.08,8.37,,-116.9,24,,,-3.59,-1.93
NGC 2186,06 12 07,+05 27 30,203.545,-6.193,1445,11.64,0.272,7.738,,-155.9,5,,,,
NGC 2189,06 12 09,+01 03 54,207.464,-8.24,,,,,,,7,,,,
NGC 2192,06 15 17,+39 51 18,173.415,10.654,2500,12.11,0.04,9.3,,462.2,5,,,,
NGC 2194,06 13 45,+12 48 24,197.25,-2.349,3781,14.08,0.383,8.515,,-155,9,,,-0.31,-4.39
NGC 2202,06 16 51,+06 00 00,203.62,-4.9,900,9.77,0,8.74,,-76.9,14.4,,,0.42,1.52
NGC 2204,06 15 33,-18 39 54,226.014,-16.107,2629,12.36,0.085,8.896,,-729.4,10,-0.33,59,,
NGC 2215,06 20 49,-07 17 00,215.993,-10.102,1293,11.49,0.3,8.369,,-226.8,7,,,2.61,-5.6
NGC 2219,06 23 44,-04 40 36,213.96,-8.288,,,,,,,6,,,,
NGC 2220,06 21 11,-44 45 30,252.5,-23.926,,,,,,,13,,,,
NGC 2224,06 27 28,+12 35 36,198.968,0.544,,,,,,,13,,,,
NGC 2225,06 26 36,-09 38 18,218.78,-9.86,3200,13.6,0.35,9.1,,-550,2.5,,,,
NGC 2232,06 28 01,-04 50 48,214.432,-7.542,359,7.87,0.03,7.727,B3,-47.1,45,,20,-3.37,-3.1
NGC 2234,06 29 21,+16 43 22,195.584,2.846,,,,,,,25,,,,
