#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-07-02T20:26:12 [V1.99+ (14-Oct-2013)]
Cluster,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
Berkeley_36      ,109.105,-13.196,0.046,150,-1.725,0.86,0.206,NN            ,9.83,1.42,13.2,4360,-2945,-3214,-42,11734,Cl Berkeley 36                 ,109.105,-13.196
Berkeley_37      ,110.075,-1.002,0.04,106,-1.113,0.682,0.197,NN            ,8.97,0.17,13.11,4185,-3319,-2513,434,11927,Cl Berkeley 37                 ,110.075,-1.002
Berkeley_39      ,116.702,-4.665,0.055,530,-1.73,-1.645,0.201,NN            ,9.75,0.29,12.99,3968,-2832,-2690,694,11491,Cl Berkeley 39                 ,116.702,-4.665
Berkeley_4       ,11.291,64.391,0.033,42,-2.421,-0.236,0.296,NN            ,7.33,2.16,12.47,3121,-1665,2638,83,10347,Cl Berkeley 4                  ,11.291,64.391
Berkeley_43      ,288.872,11.265,0.048,197,-1.035,-3.504,0.186,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Berkeley 43                 ,288.872,11.265
Berkeley_44      ,289.313,19.55,0.05,192,0.007,-2.834,0.303,NN            ,9.16,2.75,12.28,2863,1711,2289,167,7012,Cl Berkeley 44                 ,289.313,19.55
Berkeley_45      ,289.778,15.716,0.019,91,-1.336,-4.534,0.225,NN            ,8.79,2.88,12.61,3328,2137,2550,67,6706,Cl Berkeley 45                 ,289.778,15.716
Berkeley_47      ,292.127,17.362,0.029,52,-1.894,-5.444,0.402,NN            ,7.34,4.02,11.93,2437,1482,1934,-1,7125,Cl Berkeley 47                 ,292.127,17.362
Berkeley_49      ,299.872,34.643,0.019,77,-2.995,-6.095,0.286,NN            ,8.41,3.24,12.41,3030,986,2862,136,7890,Cl Berkeley 49                 ,299.872,34.643
Berkeley_5       ,26.928,62.935,0.019,30,-1.61,0.764,0.088,NN            ,9.06,3.46,14.25,7079,-4481,5479,93,13943,Cl Berkeley 5                  ,26.928,62.935
Berkeley_50      ,302.505,34.967,0.021,82,-3.398,-5.072,0.246,NN            ,7.88,2.12,12.64,3380,1021,3221,54,7996,Cl Berkeley 50                 ,302.505,34.967
Berkeley_51      ,302.972,34.402,0.02,89,-3.066,-4.918,0.167,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Berkeley 51                 ,302.972,34.402
Berkeley_52      ,303.621,28.947,0.028,63,-4.292,-5.679,0.147,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Berkeley 52                 ,303.621,28.947
Berkeley_53      ,313.975,51.06,0.089,558,-3.795,-5.682,0.247,NN            ,8.99,4.42,12.67,3415,-17,3408,224,9026,Cl Berkeley 53                 ,313.975,51.06
Berkeley_54      ,315.745,40.433,0.033,87,-3.091,-3.254,0.12,NN            ,9.43,2.24,14.12,6680,803,6614,-481,10027,Cl Berkeley 54                 ,315.745,40.433
Berkeley_55      ,319.232,51.762,0.031,107,-4.05,-4.618,0.309,manual        ,8.3,4.8,12.2,2754,-145,2749,86,8919,Cl Berkeley 55                 ,319.232,51.762
Berkeley_56      ,319.391,41.835,0.041,68,-1.901,-1.831,0.047,NN            ,9.47,1.42,14.89,9516,664,9454,-862,12177,Cl Berkeley 56                 ,319.391,41.835
Berkeley_58      ,0.063,60.937,0.06,123,-3.498,-1.782,0.282,NN            ,7.78,1.83,12.7,3468,-1560,3096,-79,10373,Cl Berkeley 58                 ,0.063,60.937
Berkeley_59      ,0.57,67.441,0.137,235,-1.616,-1.764,0.916,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Berkeley 59                 ,0.57,67.441
Berkeley_6       ,27.803,61.061,0.044,66,-0.857,-0.485,0.31,NN            ,8.35,1.8,12.42,3051,-1965,2333,-51,10566,Cl Berkeley 6                  ,27.803,61.061
Berkeley_60      ,4.44,60.936,0.04,104,-0.682,-0.732,0.236,NN            ,8.57,2.07,12.85,3711,-1789,3249,-108,10638,Cl Berkeley 60                 ,4.44,60.936
Berkeley_61      ,12.04,67.199,0.024,40,-2.505,-0.014,0.309,NN            ,8.26,2.07,12.33,2922,-1570,2454,220,10210,Cl Berkeley 61                 ,12.04,67.199
Berkeley_62      ,15.309,63.918,0.081,84,-2.15,-0.353,0.36,NN            ,7.17,2.09,12.12,2660,-1487,2204,49,10071,Cl Berkeley 62                 ,15.309,63.918
Berkeley_63      ,34.858,63.718,0.041,47,-0.958,0.203,0.172,NN            ,7.26,2.52,13.67,5412,-3652,3987,235,12638,Cl Berkeley 63                 ,34.858,63.718
Berkeley_64      ,35.428,65.888,0.044,41,-0.511,0.998,0.159,NN            ,9.09,2.28,13.4,4775,-3184,3538,384,12055,Cl Berkeley 64                 ,35.428,65.888
Berkeley_65      ,39.768,60.403,0.025,37,-0.7,-0.337,0.444,NN            ,7.99,2.49,11.79,2282,-1637,1589,10,10103,Cl Berkeley 65                 ,39.768,60.403
Berkeley_66      ,46.03,58.731,0.054,25,-0.12,-0.191,0.158,NN            ,9.49,3.6,13.39,4759,-3615,3095,14,12349,Cl Berkeley 66                 ,46.03,58.731
Berkeley_67      ,69.472,50.755,0.082,153,2.316,-1.374,0.415,NN            ,9.1,2.03,11.73,2216,-2004,941,95,10387,Cl Berkeley 67                 ,69.472,50.755
Berkeley_68      ,71.053,42.134,0.1,200,2.31,-1.312,0.281,NN            ,9.32,1.38,12.65,3383,-3216,1042,-141,11603,Cl Berkeley 68                 ,71.053,42.134
Berkeley_69      ,81.09,32.607,0.038,99,0.806,-1.937,0.259,NN            ,8.9,1.61,12.66,3410,-3392,330,-110,11737,Cl Berkeley 69                 ,81.09,32.607
Berkeley_7       ,28.546,62.366,0.045,89,-0.993,-0.13,0.337,NN            ,7.53,1.92,12.28,2863,-1845,2189,18,10418,Cl Berkeley 7                  ,28.546,62.366
Berkeley_70      ,81.457,41.951,0.061,137,0.947,-1.864,0.177,NN            ,9.34,1.23,13.48,4954,-4815,1123,313,13203,Cl Berkeley 70                 ,81.457,41.951
Berkeley_71      ,85.233,32.272,0.036,57,0.65,-1.614,0.226,NN            ,8.94,2.53,12.78,3598,-3591,211,56,11933,Cl Berkeley 71                 ,85.233,32.272
Berkeley_72      ,87.559,22.247,0.04,55,0.853,-0.261,0.154,NN            ,7.73,1.65,13.69,5470,-5431,-596,-244,13784,Cl Berkeley 72                 ,87.559,22.247
Berkeley_73      ,95.52,-6.321,0.016,45,0.227,1.11,0.128,NN            ,9.15,0.69,13.95,6158,-4960,-3507,-1005,13755,Cl Berkeley 73                 ,95.52,-6.321
Berkeley_75      ,102.252,-23.999,0.032,39,-0.264,1.088,0.088,NN            ,9.23,0.29,14.6,8304,-4752,-6616,-1611,14669,Cl Berkeley 75                 ,102.252,-23.999
Berkeley_76      ,106.672,-11.735,0.052,37,-0.58,1.4,0.218,NN            ,9.22,1.38,13.38,4746,-3347,-3359,-165,12161,Cl Berkeley 76                 ,106.672,-11.735
Berkeley_77      ,110.362,-3.234,0.028,60,-1.001,-0.113,0.257,NN            ,8.87,0.29,12.79,3617,-2789,-2279,326,11361,Cl Berkeley 77                 ,110.362,-3.234
Berkeley_78      ,110.913,5.37,0.038,113,-0.071,-1.24,0.187,NN            ,9.59,0.22,13.08,4125,-3457,-2143,688,11991,Cl Berkeley 78                 ,110.913,5.37
Berkeley_79      ,281.25,-1.146,0.046,79,-0.118,-1.554,0.402,NN            ,8.24,2.68,11.78,2272,1944,1176,36,6503,Cl Berkeley 79                 ,281.25,-1.146
Berkeley_8       ,30.306,75.489,0.077,250,2.65,0.439,0.25,NN            ,9.56,1.75,12.62,3339,-1972,2584,763,10631,Cl Berkeley 8                  ,30.306,75.489
Berkeley_80      ,283.591,-1.214,0.037,72,-0.755,-2.667,0.39,manual        ,8.2,3.5,11.78,2270,1920,1208,-47,6531,Cl Berkeley 80                 ,283.591,-1.214
Berkeley_81      ,285.419,-0.454,0.044,127,-1.204,-1.853,0.254,NN            ,9.06,2.75,12.6,3313,2754,1836,-143,5879,Cl Berkeley 81                 ,285.419,-0.454
Berkeley_82      ,287.845,13.111,0.022,23,0.178,-3.168,0.708,NN            ,8.02,2.43,10.68,1365,933,995,38,7473,Cl Berkeley 82                 ,287.845,13.111
Berkeley_83      ,300.356,28.645,0.013,30,-2.604,-4.692,0.092,NN            ,8.38,4.59,14.12,6663,2700,6091,-108,8301,Cl Berkeley 83                 ,300.356,28.645
Berkeley_85      ,304.692,37.744,0.057,310,-2.94,-4.677,0.22,NN            ,8.62,2.77,12.74,3526,871,3416,61,8213,Cl Berkeley 85                 ,304.692,37.744
Berkeley_86      ,305.084,38.688,0.07,23,-3.447,-5.402,0.558,NN            ,7.04,2.77,11.05,1621,374,1577,36,8120,Cl Berkeley 86                 ,305.084,38.688
Berkeley_87      ,305.396,37.433,0.093,112,-3.654,-6.264,0.573,NN            ,6.92,3.68,11.08,1644,404,1594,10,8093,Cl Berkeley 87                 ,305.396,37.433
Berkeley_89      ,306.114,46.048,0.042,176,-2.014,-2.245,0.239,NN            ,9.32,1.91,12.73,3508,417,3470,296,8649,Cl Berkeley 89                 ,306.114,46.048
Berkeley_9       ,53.167,52.649,0.053,142,1.493,0.037,0.513,NN            ,9.14,2.69,11.29,1814,-1503,1011,-89,9895,Cl Berkeley 9                  ,53.167,52.649
Berkeley_90      ,308.819,46.843,0.055,82,-2.829,-4.369,0.302,NN            ,6.71,3.6,12.4,3025,269,3007,200,8612,Cl Berkeley 90                 ,308.819,46.843
Berkeley_91      ,317.711,48.543,0.023,32,-1.599,-2.927,0.203,manual        ,8.8,4.04,13.91,6057,-2,6057,30,10309,Cl Berkeley 91                 ,317.711,48.543
Berkeley_92      ,321.206,57.528,0.022,35,-2.464,-2.325,0.068,NN            ,9.44,2.2,14.31,7282,-1000,7185,642,11784,Cl Berkeley 92                 ,321.206,57.528
Berkeley_94      ,335.711,55.862,0.037,39,-3.713,-2.861,0.217,NN            ,7.19,1.62,13.06,4097,-929,3990,-84,10092,Cl Berkeley 94                 ,335.711,55.862
Berkeley_95      ,337.082,59.129,0.041,31,-3.401,-2.287,0.248,NN            ,7.08,3.83,12.96,3907,-1042,3764,81,10109,Cl Berkeley 95                 ,337.082,59.129
Berkeley_96      ,337.478,55.408,0.025,53,-3.503,-2.994,0.252,NN            ,7.57,1.43,12.77,3573,-847,3469,-130,9820,Cl Berkeley 96                 ,337.478,55.408
Berkeley_97      ,339.853,59.005,0.035,76,-2.736,-1.808,0.314,NN            ,7.18,2.58,12.55,3241,-928,3105,21,9774,Cl Berkeley 97                 ,339.853,59.005
Berkeley_98      ,340.665,52.407,0.062,148,-1.353,-3.186,0.253,NN            ,9.39,0.61,12.73,3519,-839,3400,-345,9788,Cl Berkeley 98                 ,340.665,52.407
Berkeley_99      ,350.26,71.778,0.05,88,-3.139,-0.359,0.137,NN            ,9.53,0.72,13.54,5105,-2196,4520,899,11465,Cl Berkeley 99                 ,350.26,71.778
Bica_3           ,276.519,-13.058,0.016,70,-0.588,-1.598,0.391,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Bica 3                      ,276.519,-13.058
Biurakan_2       ,302.283,35.488,0.139,47,-3.169,-6.843,0.542,NN            ,6.97,0.93,11.18,1723,511,1645,40,7999,Cl Biurakan 2                  ,302.283,35.488
Blanco_1         ,0.853,-29.958,0.699,380,18.739,2.602,4.21,NN            ,8.02,0.01,6.9,240,43,11,-236,8296,Cl Blanco 1                    ,0.8529,-29.958
Bochum_11        ,161.769,-60.096,0.056,61,-6.335,1.742,0.389,NN            ,6.8,1.27,12.06,2584,799,-2457,-39,7931,Cl Bochum 11                   ,161.7691,-60.096
Bochum_13        ,259.333,-35.529,0.105,57,-0.286,-1.284,0.567,manual        ,6.95,2.63,11.11,1666,1646,-254,40,6698,Cl Bochum 13                   ,259.333,-35.529
Bochum_3         ,105.86,-5.021,0.033,17,-1.174,-0.19,0.448,NN            ,8.06,0.69,11.75,2238,-1745,-1401,14,10182,Cl Bochum 3                    ,105.86,-5.021
Bochum_4         ,112.877,-17.229,0.136,21,-3.014,1.848,0.761,NN            ,7.98,0.39,10.55,1285,-777,-1023,16,9174,Cl Bochum 4                    ,112.877,-17.229
Bochum_6         ,112.992,-19.416,0.075,75,-2.28,2.308,0.249,NN            ,6.81,1.59,12.97,3931,-2269,-3210,-15,11084,Cl Bochum 6                    ,112.992,-19.416
COIN-Gaia_1      ,11.933,66.769,0.357,78,-5.034,-3.048,1.546,NN            ,8.26,1.13,9.09,658,-353,554,44,8711,                               ,11.9331,66.769
COIN-Gaia_10     ,68.385,40.509,0.177,28,2.025,-3.355,0.943,NN            ,7.74,0.95,10.04,1018,-964,314,-88,9310,                               ,68.385,40.509
COIN-Gaia_11     ,68.11,39.479,0.336,75,3.574,-5.62,1.485,manual        ,8.9,1.25,9.13,669,-635,199,-68,8977,                               ,68.11,39.479
COIN-Gaia_12     ,79.209,41.708,0.306,67,2.616,-4.681,1.03,NN            ,8.73,0.16,9.9,954,-926,228,35,9268,                               ,79.209,41.708
COIN-Gaia_13     ,83.186,42.087,1.003,130,-3.828,-1.676,1.927,NN            ,8.27,0.37,8.68,545,-530,118,45,8871,                               ,83.186,42.087
COIN-Gaia_14     ,77.696,39.195,0.157,19,1.331,-6.598,1.043,NN            ,8.63,0.62,9.86,936,-914,203,-4,9256,                               ,77.696,39.195
COIN-Gaia_15     ,76.09,35.831,0.147,87,0.44,-3.781,0.824,NN            ,8,1.27,10.35,1174,-1152,215,-68,9494,                               ,76.09,35.831
COIN-Gaia_16     ,80.179,37.438,0.059,25,1.262,-3.749,0.622,NN            ,7.41,0.57,10.93,1531,-1508,264,7,9852,                               ,80.179,37.438
COIN-Gaia_17     ,81.244,37.558,0.151,67,0.358,-4.297,0.885,NN            ,8.6,0.75,10.17,1082,-1067,180,19,9408,                               ,81.244,37.558
COIN-Gaia_18     ,78.408,35.498,0.239,39,0.767,-4.955,0.953,NN            ,8.25,0.85,10.06,1027,-1013,164,-36,9355,                               ,78.408,35.498
COIN-Gaia_19     ,82.188,34.29,0.172,77,-1.477,-4.641,0.774,NN            ,8.03,0.73,10.47,1241,-1233,139,-3,9574,                               ,82.188,34.29
COIN-Gaia_2      ,15.06,55.409,0.187,115,-4.457,-1.933,0.787,NN            ,8.82,0.46,10.4,1204,-670,987,-155,9064,                               ,15.06,55.409
COIN-Gaia_20     ,78.634,31.691,0.258,36,0.548,-1.455,0.911,NN            ,7.93,0.63,10.09,1044,-1036,108,-74,9376,                               ,78.634,31.691
COIN-Gaia_21     ,84.766,28.402,0.098,26,-0.115,-3.849,0.697,NN            ,7.45,1.09,10.74,1406,-1405,7,-36,9745,                               ,84.766,28.402
COIN-Gaia_22     ,91.06,31.602,0.086,83,-0.708,-3.309,0.49,NN            ,8.48,0.82,11.49,1987,-1980,9,166,10320,                               ,91.06,31.602
COIN-Gaia_23     ,87.449,27.008,0.275,91,-0.318,-0.928,1.032,NN            ,8.11,0.54,9.86,937,-937,-34,-3,9277,                               ,87.449,27.008
COIN-Gaia_24     ,90.693,23.203,0.194,47,2.536,-2.954,0.965,NN            ,7.92,0.67,10.06,1030,-1022,-123,7,9363,                               ,90.693,23.203
COIN-Gaia_25     ,91.691,20.276,0.291,83,-0.499,-2.595,1.201,NN            ,8.75,0.38,9.58,824,-812,-141,-3,9153,                               ,91.691,20.276
COIN-Gaia_26     ,83.771,15.721,0.107,62,0.267,-2.376,0.688,NN            ,8.23,1.32,10.8,1442,-1403,-247,-225,9746,                               ,83.771,15.721
COIN-Gaia_27     ,85.76,13.743,0.195,57,0.697,-3.594,0.912,NN            ,8.86,1.18,10.35,1173,-1132,-255,-171,9475,                               ,85.76,13.743
COIN-Gaia_28     ,96.333,11.159,0.115,90,-1.12,-0.942,0.59,NN            ,7.74,0.75,11.02,1600,-1503,-548,-17,9858,                               ,96.333,11.159
COIN-Gaia_29     ,15.548,63.648,0.177,11,-2.654,-0.317,0.313,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,15.548,63.648
COIN-Gaia_3      ,18.739,60.505,0.126,85,-2.431,-1.791,0.775,NN            ,7.69,1.69,10.41,1209,-707,979,-47,9100,                               ,18.739,60.505
COIN-Gaia_30     ,21.08,70.574,0.254,90,-6.145,2.067,1.346,NN            ,8.41,1.25,9.42,767,-443,617,105,8804,                               ,21.0801,70.574
COIN-Gaia_31     ,21.307,61.135,0.093,18,-1.983,-0.526,0.381,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,21.307,61.135
COIN-Gaia_32     ,28.194,63.066,0.139,17,0.053,-2.195,0.775,NN            ,8.56,0.82,10.48,1248,-799,959,22,9189,                               ,28.194,63.066
COIN-Gaia_33     ,30.276,61.475,0.05,14,-1.307,-0.071,0.123,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,30.276,61.475
COIN-Gaia_34     ,31.231,61.776,0.183,34,-2.231,0.866,1.006,NN            ,8.34,1.19,10.05,1022,-677,765,2,9049,                               ,31.231,61.776
COIN-Gaia_35     ,33.472,60.039,0.043,10,-0.526,-0.396,0.341,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,33.472,60.039
COIN-Gaia_37     ,45.377,58.329,0.845,3,0.849,-2.042,0.976,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,45.377,58.329
COIN-Gaia_38     ,51.472,51.072,0.132,50,2.032,-6.785,0.793,NN            ,8.43,1.56,10.53,1274,-1054,708,-104,9420,                               ,51.472,51.072
COIN-Gaia_39     ,69.612,42.95,0.244,13,0.238,-2.467,0.991,NN            ,8.46,0.63,10.02,1010,-952,333,-46,9298,                               ,69.612,42.95
COIN-Gaia_4      ,26.129,58.756,0.107,42,-0.948,-1,0.45,NN            ,7.73,1.65,11.72,2205,-1408,1692,-131,9894,                               ,26.129,58.756
COIN-Gaia_40     ,81.874,33.526,0.073,12,0.393,-2.762,0.47,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,                               ,81.874,33.526
COIN-Gaia_41     ,89.835,19.026,0.148,48,-0.314,-3.685,0.52,NN            ,8.34,1.51,11.49,1988,-1955,-349,-81,10301,                               ,89.835,19.026
COIN-Gaia_5      ,27.408,58.078,0.224,21,-2.774,-0.511,1.063,NN            ,8.04,0.45,9.8,912,-592,691,-62,8959,                               ,27.408,58.078
COIN-Gaia_6      ,28.101,58.636,0.077,83,-2.355,-0.49,0.277,NN            ,8.68,1.18,12.57,3259,-2126,2463,-187,10752,                               ,28.101,58.636
COIN-Gaia_7      ,33.738,58.466,0.152,31,-1.043,-1.548,0.648,NN            ,7.76,1.36,10.86,1485,-1025,1073,-68,9426,                               ,33.738,58.466
COIN-Gaia_8      ,39.048,50.013,0.312,28,2.51,-2.499,1.359,NN            ,8,0.37,9.29,722,-542,461,-118,8894,                               ,39.048,50.013
COIN-Gaia_9      ,47.748,48.023,0.265,22,-1.934,-2.81,1.119,NN            ,8.2,0.57,9.68,864,-706,481,-129,9059,                               ,47.748,48.023
Collinder_106    ,99.278,6.002,0.186,93,-1.472,0.531,0.635,NN            ,7.39,0.63,10.89,1505,-1353,-659,-11,9716,Cl Collinder 106               ,99.278,6.002
Collinder_107    ,99.203,4.972,0.39,108,-1.325,0.659,0.617,NN            ,7.26,0.95,11.11,1666,-1486,-752,-28,9855,Cl Collinder 107               ,99.203,4.972
Collinder_110    ,99.677,2.069,0.157,881,-1.091,-2.049,0.425,NN            ,9.26,1.14,11.7,2183,-1896,-1079,-71,10293,Cl Collinder 110               ,99.677,2.069
Collinder_115    ,101.659,1.776,0.087,180,-1.245,-0.567,0.475,NN            ,7.98,0.76,11.46,1956,-1680,-1001,-8,10070,Cl Collinder 115               ,101.659,1.776
Collinder_132    ,108.485,-30.758,1.333,86,-4.14,3.732,1.501,NN            ,7.39,0,8.98,624,-280,-549,-98,8638,Cl Collinder 132               ,108.485,-30.758
Collinder_135    ,109.362,-37.044,1.138,324,-9.975,6.157,3.278,NN            ,7.42,0.01,7.33,292,-102,-267,-56,8446,Cl Collinder 135               ,109.3621,-37.044
Collinder_140    ,110.882,-31.966,0.568,124,-8.074,4.789,2.594,NN            ,7.43,0,7.95,388,-162,-348,-52,8510,Cl Collinder 140               ,110.882,-31.966
Collinder_185    ,125.833,-36.349,0.125,58,-4.924,3.879,0.626,NN            ,7.79,0.61,10.97,1564,-403,-1511,14,8872,Cl Collinder 185               ,125.833,-36.349
Collinder_197    ,131.202,-41.28,0.15,229,-5.808,3.933,1.034,NN            ,7.15,1.42,9.9,955,-140,-944,15,8533,Cl Collinder 197               ,131.202,-41.28
Collinder_205    ,135.119,-48.984,0.047,81,-4.797,3.918,0.483,NN            ,6.66,2.3,11.9,2394,-33,-2393,-77,8708,Cl Collinder 205               ,135.119,-48.984
Collinder_220    ,156.429,-57.922,0.109,112,-7.339,2.677,0.364,NN            ,8.37,0.72,11.95,2457,617,-2378,-14,8080,Cl Collinder 220               ,156.4291,-57.922
Collinder_258    ,186.798,-60.767,0.128,110,-7.051,-0.288,0.764,NN            ,7.99,0.53,10.54,1284,641,-1111,44,7778,Cl Collinder 258               ,186.7981,-60.767
Collinder_261    ,189.519,-68.377,0.108,1799,-6.351,-2.705,0.315,NN            ,9.8,0.81,12.27,2850,1490,-2414,-275,7262,Cl Collinder 261               ,189.5191,-68.377
Collinder_268    ,199.543,-67.079,0.08,128,-5.48,-0.405,0.357,NN            ,8.38,1.16,12.1,2633,1526,-2137,-199,7140,Cl Collinder 268               ,199.5431,-67.079
Collinder_269    ,200.992,-66.204,0.137,55,-5.058,-2.492,0.568,NN            ,8.62,0.78,11.16,1702,1003,-1371,-105,7463,Cl Collinder 269               ,200.9921,-66.204
Collinder_271    ,202.453,-64.199,0.049,34,-5.697,-1.579,0.353,NN            ,7.79,1.23,12.09,2613,1575,-2084,-74,7077,Cl Collinder 271               ,202.4531,-64.199
