#
# http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=B/ocl/clusters
#
"P","Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType","WEBDA","Lynga","recno","r_pmRA","r_RV"
"P","NGC 2451A        ","07 43 12","-38 24 00","  ",120,189,0.01,7.78,-22.93,0.48,13.39,0.46,5,"K14",22.7,2.3,"   ",0,"      ","  ","        ","WEBDA","Lynga",762,"KHA","HRHW"
" ","ESO 368 11       ","07 44 22","-34 37 07","  ",6,1490,0.06,9,-0.59,0.09,3.25,0.25,84,"K14","       ","     ","   ","      ","      ","  ","3-3-m-* ","WEBDA","Lynga",763,"D14",
"P","NGC 2451B        ","07 44 27","-37 40 00","  ",108,302,0.055,7.648,-10.07,0.29,5.45,0.38,5,"K14",14,2.5,"   ",-0.45,"      ","  ","        ","WEBDA","Lynga",764,"PLA","HRHW"
"P","NGC 2447         ","07 44 30","-23 51 24","  ",10,1037,0.046,8.588,-3.24,0.16,3.29,0.16,353,"K14",22.08,0.18,12,-0.1,0.03,3,"        ","WEBDA","Lynga",765,"D14","MMU"
" ","NGC 2448         ","07 44 34","-24 40 48","n ",20,1040,0.02,7.19,-1.43,0.11,2.93,0.09,659,"K14",15,3.7,1,"      ","      ","  ","        ","WEBDA","Lynga",766,"D14","D14"
"P","Haffner 14       ","07 44 51","-28 22 00","  ",10,3483,0.6,8.35,-2.74,0.14,4.43,0.2,242,"K14",73.5,0.6,1,"      ","      ","  ","3-2-m-* ","WEBDA","Lynga",767,"D14","D14"
"P","Ruprecht 32      ","07 45 10","-25 32 00","  ",5,5346,0.5,7.08,-1.41,0.12,3.45,0.3,88,"K14",83,4.8,1,"      ","      ","  ","        ","WEBDA","Lynga",768,"D14","D14"
"P","Haffner 15       ","07 45 32","-32 51 00","  ",4,3500,1.05,7.3,2.08,0.5,3.9,0.44,62,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",769,"D14",
" ","ESO 258 01       ","07 45 47","-46 42 48","d ",10,1031,0.729,8.705,-2.61,1.09,3.29,1.09,10,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",770,"K14",
"P","Ruprecht 34      ","07 45 56","-20 23 24","  ",9,2630,0,9,-3.01,0.11,0.82,0.19,209,"K14","       ","     ","   ","      ","      ","  ","2-3-m-* ","WEBDA","Lynga",771,"D14",
" ","Ruprecht 33      ","07 45 58","-21 57 00","d ",9,1558,0.115,8.81,-3.67,0.16,-1.15,0.23,236,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",772,"D14",
" ","Ruprecht 35      ","07 46 14","-31 16 48","  ",6,3910,0.45,8.6,-1.66,0.33,3.24,0.19,84,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",773,"D14",
"P","Berkeley 39      ","07 46 42","-04 36 00","  ",7,4780,0.12,9.9,-2.97,0.11,-2.57,0.39,92,"K14",57.8,2.3,67,-0.2,0.04,28,"        ","WEBDA","Lynga",774,"D14","BG12"
" ","Herschel 1       ","07 47 02","+00 01 06","  ",43.2,370,0.02,8.44,1.93,0.29,-3.93,0.21,11,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",775,"K05",
" ","ESO 368 14       ","07 47 03","-32 58 06","  ",4,4230,1.04,8.8,-3.35,0.58,1.34,0.68,43,"K14","       ","     ","   ","      ","      ","  ","3-3-m-* ","WEBDA","Lynga",776,"D14",
" ","FSR 1343         ","07 47 03","-32 58 12","IR",1.8,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",777,"   ",
"P","NGC 2453         ","07 47 35","-27 11 42","  ",4,2150,0.446,7.187,-2.84,0.66,2.56,0.44,97,"K14",33.94,0.52,1,"      ","      ","  ","        ","WEBDA","Lynga",778,"D14","MMU"
"P","Ruprecht 36      ","07 48 23","-26 18 00","  ",5,1681,0.166,7.606,-3.67,0.25,2.29,0.29,94,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",779,"D14",
" ","Teutsch 25       ","07 48 27","-27 54 51","  ",5,1980,0.57,9,-0.87,0.26,3.36,0.31,92,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",780,"D14",
" ","AH03 J0748 26.9  ","07 48 40","-26 56 48","  ",4,4440,0.39,7.8,-1.03,0.41,3.64,0.62,78,"K14","       ","     ","   ",-0.1,0.12,"  ","        ","WEBDA","Lynga",781,"D14",
" ","FSR 1315         ","07 48 42","-26 59 05","IR",2.5,2255,0.729,8.7,-0.55,0.63,2.05,0.63,45,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",782,"K14",
" ","NGC 2455         ","07 49 01","-21 18 06","  ",8,2650,0.54,8.26,-5.31,0.15,-0.41,0.24,207,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",783,"D14",
" ","FSR 1308         ","07 49 23","-25 34 07","IR",1.8,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",784,"   ",
" ","ESO 311 14       ","07 49 24","-42 42 18","  ",6,1613,0.1,9,-5.86,0.35,3.15,0.54,88,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",785,"D14",
" ","Ruprecht 37      ","07 49 48","-17 14 47","  ",2.8,5250,0,9.48,-0.6,1.15,4.05,1.15,23,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",786,"K14",
"P","Haffner 16       ","07 50 20","-25 28 00","  ",5,3165,0.175,7.078,-3.4,0.23,2.03,0.29,121,"K14",65.8,3.7,1,-0.111,0.09,1,"        ","WEBDA","Lynga",787,"D14","K07"
" ","Ruprecht 38      ","07 50 30","-20 11 00","d ",2,2928,0.521,8.73,-6.41,0.35,3.96,0.35,64,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",788,"K14",
" ","Czernik 32       ","07 50 30","-29 50 45","  ",3,4100,0.85,9,-2.18,0.23,2.64,0.25,39,"K14","       ","     ","   ",-0.38,0.25,"  ","2-1-m-* ","WEBDA","Lynga",789,"D14",
" ","FSR 1294         ","07 51 07","-22 07 50","IR",0.7,2121,0.208,9.215,-4.24,0.67,0.76,0.67,38,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",790,"K14",
"P","Haffner 17       ","07 51 37","-31 49 00","  ",2,2880,1.26,7.7,3.61,0.52,-1.92,0.52,96,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",791,"K14",
" ","SAI 81           ","07 52 07","-28 07 21","  ",7,2770,0.4,9.2,-2.81,0.18,1.47,0.19,182,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",792,"D14",
"P","NGC 2477         ","07 52 10","-38 31 48","  ",15,1341,0.31,8.85,-0.58,0.14,1.81,0.13,829,"K14",7.26,0.12,64,0.07,0.03,6,"        ","WEBDA","Lynga",793,"D14","MMU"
" ","SAI 82           ","07 52 14","-33 02 27","  ",3,1150,0.39,8.65,0.42,0.06,3.74,1.19,20,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",794,"D14",
" ","Ruprecht 39      ","07 52 19","-22 27 00","nf",2,4591,0.458,9.005,-1.03,0.43,1.21,0.43,31,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",795,"K14",
"P","NGC 2467         ","07 52 26","-26 26 12","  ",14,1355,0.338,7.103,-3.65,0.13,2.68,0.14,571,"K14",58.24,7.05,4,"      ","      ","  ","        ","WEBDA","Lynga",796,"D14","D14"
" ","ESO 123 26       ","07 52 30","-60 19 48","  ",16,550,0.13,8.33,-2.8,0.2,6.39,0.37,204,"K14","       ","     ","   ","      ","      ","  ","4-3-m-* ","WEBDA","Lynga",797,"D14",
"P","Haffner 18       ","07 52 39","-26 23 00","  ",5,6028,0.611,6.893,-3.98,0.3,2.73,0.32,123,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",798,"D14",
"P","Haffner 19       ","07 52 47","-26 17 00","  ",2,6400,0.38,6.65,-2.02,0.17,1.55,0.14,110,"K14",68,6,"   ","      ","      ","  ","        ","WEBDA","Lynga",799,"LOK","RGDZ"
" ","Alessi Teutsch 3 ","07 53 01","-53 02 42","  ",43.2,800,0.1,8.57,-4.23,0.09,5.11,0.14,1201,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",800,"D14",
" ","ASCC 43          ","07 53 06","-28 10 12","  ",42,1000,0.1,8.28,-4.4,0.37,0.47,0.47,19,"K14",90.5,2.7,1,"      ","      ","  ","        ","WEBDA","Lynga",801,"K05","D14"
" ","Ruprecht 41      ","07 53 48","-26 57 40","  ",7,3150,0.13,8.84,-2.23,0.18,2.92,0.28,179,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",802,"D14",
" ","Ruprecht 152     ","07 54 28","-38 14 14","  ",7,8020,0.67,8.78,-1.74,0.32,0.46,0.54,65,"K14","       ","     ","   ","      ","      ","  ","2-2-m-* ","WEBDA","Lynga",803,"D14",
" ","NGC 2479         ","07 55 06","-17 42 36","  ",10,1585,0.05,9,-2.94,0.18,-1.33,0.17,232,"K14",38.17,0.3,2,"      ","      ","  ","3-1-m-* ","WEBDA","Lynga",804,"D14","K14"
"P","Waterloo 3       ","07 55 06","-25 21 54","  ",2,5200,0.34,"      ",-1.18,0.64,3.41,0.64,58,"K14","       ","     ","   ","      ","      ","  ","2-2-p-n ","WEBDA","Lynga",805,"K14",
"P","NGC 2482         ","07 55 12","-24 15 30","  ",10,1194,0.094,8.65,-3.29,0.17,3.29,0.15,250,"K14",38.17,0.3,2,-0.07,0.04,1,"        ","WEBDA","Lynga",806,"D14","MMU"
"P","NGC 2483         ","07 55 39","-27 53 42","  ",7,1659,0.303,7.089,-2.01,0.24,0.55,0.22,144,"K14",121.51,20.03,1,"      ","      ","  ","        ","WEBDA","Lynga",807,"D14","D14"
"P","Trumpler 9       ","07 55 40","-25 53 00","  ",5,2289,0.248,8.001,-0.68,0.58,2.46,0.42,118,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",808,"D14",
"P","NGC 2489         ","07 56 15","-30 03 48","  ",6,3957,0.374,7.264,-4.83,2.85,5.45,3.03,1,"K14",38.2,0.12,6,0.08,0.01,2,"        ","WEBDA","Lynga",809,"BDW","MMU"
"P","Haffner 20       ","07 56 15","-30 22 00","  ",3,3117,0.569,8.121,-0.61,0.55,-1.83,0.52,60,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",810,"D14",
" ","Ruprecht 42      ","07 57 36","-25 55 00","  ",4,5457,0.388,8.6,-2.67,0.39,3.41,0.05,48,"K14","       ","     ","   ",0.33,0.2,"  ","3-2-p-* ","WEBDA","Lynga",811,"D14",
" ","Turner 12        ","07 58 00","-29 17 06","d ","      ",4499,0.729,8.49,2.47,0.67,2.2,0.67,40,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",812,"K14",
"P","NGC 2516         ","07 58 04","-60 45 12","  ",30,409,0.101,8.052,-5.43,0.12,8.41,0.19,770,"K14",23.08,0.25,4,0.06,0.03,2,"        ","WEBDA","Lynga",813,"D14","MMU"
" ","Kronberger 85    ","07 58 22","-34 46 09","  ",2,8500,1.17,8.8,-0.83,0.89,3.66,0.89,39,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",814,"K14",
" ","Ruprecht 43      ","07 58 46","-28 48 40","nf",12,1300,0.27,8.47,-1.82,0.11,0.4,0.15,325,"K14",113.37,5.77,1,"      ","      ","  ","4-1-p-* ","WEBDA","Lynga",815,"D14","D14"
"P","Ruprecht 44      ","07 58 51","-28 35 00","  ",10,4730,0.619,6.941,-2.17,0.14,0.17,0.11,278,"K14",93.7,30.49,1,"      ","      ","  ","        ","WEBDA","Lynga",816,"D14","D14"
" ","ESO 494 09       ","07 59 16","-27 35 06","  ",3,1212,0.42,7.8,-1.78,0.25,3.5,0.63,54,"K14","       ","     ","   ","      ","      ","  ","3-3-m-* ","WEBDA","Lynga",817,"D14",
" ","ESO 561 05       ","07 59 19","-22 41 30","  ",7,3677,0.37,8.35,-3.58,0.14,3.85,0.26,118,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",818,"D14",
" ","Ruprecht 45      ","07 59 36","-16 18 00","d ",9,1888,0.062,9.3,-6.14,0.3,0.13,0.33,193,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",819,"D14",
"P","NGC 2506         ","08 00 01","-10 46 12","  ",12,3750,0.1,9,-1.87,0.11,1.96,0,574,"K14",83.25,0.29,30,-0.2,0.02,3,"        ","WEBDA","Lynga",820,"D14","MMU"
" ","Ruprecht 153     ","08 00 19","-30 17 00","  ",3,1848,0.206,8.65,-2.4,0.19,-0.39,0.35,27,"K14","       ","     ","   ",0.1,0.1,"  ","4-2-p-e ","WEBDA","Lynga",821,"D14",
" ","NGC 2509         ","08 00 48","-19 03 06","  ",6,912,0.15,9.9,-2.64,0.25,1.81,0.27,185,"K14","       ","     ","   ","      ","      ","  ","1-1-m-* ","WEBDA","Lynga",822,"D14",
"P","Haffner 21       ","08 01 09","-27 13 00","  ",3,2951,0.106,7.92,-5.01,0.46,3.38,0.27,71,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",823,"D14",
" ","ESO 311 21       ","08 01 42","-41 35 57","  ",5,2330,0.49,10.1,-14.99,0.1,10.24,0.69,4,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",824,"D14",
" ","Ruprecht 154     ","08 01 46","-44 25 00","  ",3,1783,0.087,9.35,-5.16,0.93,2.67,0.75,27,"K14","       ","     ","   ",0.15,0.08,"  ","3-2-p-* ","WEBDA","Lynga",825,"D14",
" ","Alessi 34        ","08 01 48","-50 33 30","  ",48,1100,0.18,7.89,-5.62,0.57,6.25,0.36,12,"K14",17.8,2.8,2,"      ","      ","  ","        ","WEBDA","Lynga",826,"K05","K07"
"P","Ruprecht 47      ","08 02 19","-31 04 00","  ",4,3006,0.28,7.89,-1.68,0.25,-0.45,0.12,106,"K14",59.7,0,1,"      ","      ","  ","        ","WEBDA","Lynga",827,"D14","K07"
" ","ESO 430 09       ","08 02 24","-29 46 36","d ",0.8,2273,0.208,8.5,-1.57,0.9,1.39,0.9,12,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",828,"K14",
" ","Ruprecht 48      ","08 02 43","-32 03 02","  ",3,3030,0.29,8.6,-2.34,0.35,0.74,0.29,74,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",829,"D14",
" ","Collinder 173    ","08 02 49","-46 23 00","o ",370,421,0.05,7.142,"       ","     ","       ","     ","     ","K14",20.39,1.41,47,-0.06,0.2,"  ","        ","WEBDA","Lynga",830,"   ","D14"
"P","Ruprecht 49      ","08 03 15","-26 46 00","  ",2,1823,0.259,7.93,-4.74,0.92,1.01,0.76,20,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",831,"LOK",
" ","Ruprecht 50      ","08 03 27","-30 52 00","d ",3,1834,0.104,8.775,-1.65,0.38,-0.12,0.01,76,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",832,"D14",
" ","Ruprecht 51      ","08 03 37","-30 39 00","  ",4,2514,0.189,9,-2.81,0.22,0.16,0.28,95,"K14","       ","     ","   ",0.04,0.08,"  ","4-1-m-* ","WEBDA","Lynga",833,"D14",
" ","ESO 430 14       ","08 03 37","-31 25 36","d ",5,2860,0.833,7.21,-1.08,0.01,-0.71,0.01,107,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",834,"D14",
"P","NGC 2527         ","08 04 58","-28 08 48","  ",10,601,0.038,8.649,-1.95,0.2,0.65,0.24,297,"K14",39.6,0.06,2,-0.1,0.04,2,"        ","WEBDA","Lynga",835,"D14","MMU"
" ","Ruprecht 155     ","08 05 05","-31 49 00","nf",3,2311,0.562,8.57,-2.5,0.15,-0.63,0.29,58,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",836,"D14",
" ","Ruprecht 52      ","08 05 09","-31 58 00","  ",3,2177,0.87,8.2,-3.01,0.23,-0.23,0.44,52,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",837,"D14",
" ","ESO 430 18       ","08 06 52","-30 50 12","nf",12,830,0,9.05,-2.56,0.13,0.86,0.13,395,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",838,"D14",
"P","NGC 2533         ","08 07 04","-29 53 00","  ",5,1700,0.14,8.84,-1.62,0.26,2.02,0.25,135,"K14",35.22,0.32,3,"      ","      ","  ","        ","WEBDA","Lynga",839,"D14","MMU"
" ","BH 19            ","08 07 05","-32 21 00","  ",3,3050,0.71,8.45,-3.48,0.32,-0.83,0.88,29,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",840,"D14",
" ","Teutsch 50       ","08 07 09","-36 04 08","  ",4.4,3240,0.86,9.48,-13.42,0.2,12.82,0.31,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",841,"D14",
" ","SAI 86           ","08 08 15","-36 36 33","  ",6,3030,0.69,8.6,-1.24,0.26,1.43,0.24,126,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",842,"D14",
" ","Pozzo 1          ","08 09 32","-47 20 12","o ",18,336,"      ","      ",-2.14,0.16,3.76,0.22,559,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",843,"D14",
"P","NGC 2547         ","08 10 09","-49 12 54","  ",25,361,0.186,7.585,-7.71,0.45,3.8,0.45,19,"K14",15.65,1.26,6,-0.16,0.09,1,"        ","WEBDA","Lynga",844,"TYC","FM09"
"P","NGC 2539         ","08 10 37","-12 49 06","  ",9,1363,0.082,8.57,-3.2,0.16,-1.24,0.18,186,"K14",28.89,0.21,11,0.13,0.03,3,"        ","WEBDA","Lynga",845,"D14","MMU"
" ","FSR 1363         ","08 10 39","-34 37 19","IR",2.5,2391,0.333,8.5,-4.55,0.92,9.4,0.92,42,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",846,"K14",
" ","Ruprecht 53      ","08 10 54","-26 00 00","  ",5,1700,0.11,8.59,-2,0.23,4.52,0.12,69,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",847,"D14",
" ","FSR 1380         ","08 11 05","-39 59 51","IR",4,2290,1.28,8.65,-2.47,0.47,4.5,0.8,50,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",848,"D14",
" ","Ruprecht 54      ","08 11 21","-31 56 50","  ",6,5470,0.13,8.9,-5.65,0.26,0.65,0.31,133,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",849,"D14",
"P","NGC 2546         ","08 12 15","-37 35 42","  ",70,919,0.134,7.874,-3.99,0.25,3.5,0.25,80,"K14",15.24,0.48,2,0.12,0.13,2,"        ","WEBDA","Lynga",850,"TYC","MMU"
"P","Ruprecht 55      ","08 12 27","-32 35 00","  ",5,4600,0.45,7,-2.37,0.27,0.83,0.47,72,"K14",94.2,10,2,"      ","      ","  ","        ","WEBDA","Lynga",851,"D14","D14"
" ","Haffner 22       ","08 12 27","-27 54 00","  ",6,3050,0.2,9.4,-1.95,0.15,2.67,0.13,154,"K14","       ","     ","   ","      ","      ","  ","3-2-m-* ","WEBDA","Lynga",852,"D14",
" ","Ruprecht 56      ","08 12 33","-40 28 00","  ",39,410,0.12,8.7,-2.48,0.09,4.58,0.11,1569,"K14","       ","     ","   ","      ","      ","  ","3-2-m-* ","WEBDA","Lynga",853,"D14",
" ","SAI 88           ","08 12 58","-41 53 01","  ",2,8240,0.92,9,-3.95,0.95,4.95,0.95,51,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",854,"K14",
"P","NGC 2548         ","08 13 43","-05 45 00","  ",30,770,0.03,8.6,-3.73,0.12,2.13,0.02,522,"K14",7.7,0.18,4,0.08,0.02,3,"        ","WEBDA","Lynga",855,"D14","MMU"
" ","BH 23            ","08 14 24","-36 23 00","  ",39,480,0.06,8.4,-7.4,0.43,5.1,0.43,30,"K14",18,3.7,2,"      ","      ","  ","3-2-p-* ","WEBDA","Lynga",856,"TYC","D14"
" ","Ruprecht 58      ","08 14 47","-31 57 00","  ",5,2229,0.06,8.85,-1.38,0.24,-0.21,0.26,125,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",857,"D14",
" ","Ruprecht 57      ","08 15 05","-26 58 00","  ",5,1764,0.208,8.975,-0.86,0.21,4.19,0.24,102,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",858,"D14",
" ","Haffner 26       ","08 15 39","-30 50 00","d ",5,1000,0.08,7.47,0.42,0.36,-0.99,0.39,115,"K14",62.38,12.08,1,"      ","      ","  ","3-2-p-* ","WEBDA","Lynga",859,"D14","RAVE"
" ","ASCC 45          ","08 15 50","-35 39 00","  ",24,3000,0.6,7.12,-2.84,0.1,-1.34,0.1,1210,"K14",43,6,1,"      ","      ","  ","        ","WEBDA","Lynga",860,"D14","D14"
" ","ASCC 46          ","08 16 34","-48 30 36","  ",48,900,0.1,7.71,-5.51,0.42,6.75,0.4,15,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",861,"K05",
" ","Majaess 95       ","08 17 53","-35 52 48","IR",3,"     ","      ","      ",-3.16,0.54,1.01,0.51,53,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",862,"D14",
"P","Pismis 2         ","08 17 54","-41 40 00","  ",4,3310,0.05,9.06,-5.72,0.38,0.89,0.45,42,"K14",-49,8,9,-0.07,0.23,9,"        ","WEBDA","Lynga",863,"D14","FJ02"
"P","Pismis 1         ","08 18 18","-37 06 00","  ",3,5907,0.578,7.928,-4.84,0.62,-0.72,0.43,77,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",864,"D14",
"P","NGC 2567         ","08 18 32","-30 38 24","  ",7,1677,0.128,8.469,-1.28,0.25,2.07,0.25,195,"K14",36.15,0.13,5,0,0.05,3,"        ","WEBDA","Lynga",865,"D14","MMU"
"P","NGC 2571         ","08 18 56","-29 45 00","  ",8,1342,0.137,7.488,-3.86,1.21,6.4,1.55,2,"K14",26.56,0.15,1,0.05,"      ","  ","        ","WEBDA","Lynga",866,"BDW","MMU"
" ","Ivanov 8         ","08 19 10","-35 39 00","  ",2.8,3888,1.08,9.2,-3,1.04,4.02,1.04,55,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",867,"K14",
" ","Moitinho 1       ","08 19 17","-45 12 30","  ",3,1146,0.947,8.635,1.1,0.49,0.65,0.51,36,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",868,"D14",
"P","Ruprecht 59      ","08 19 21","-34 29 00","  ",3,874,0.088,7.727,-2.37,0.5,0.36,0.21,52,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",869,"D14",
"P","NGC 2579         ","08 20 52","-36 13 00","  ",7,1033,0.15,7.61,-3.93,0.18,0.64,0.01,150,"K14",1.65,0.44,5,"      ","      ","  ","        ","WEBDA","Lynga",870,"D14","FM09"
" ","NGC 2580         ","08 21 28","-30 18 00","  ",3.5,4000,0.28,8.2,-1.41,0.48,2.63,0.18,87,"K14","       ","     ","   ","      ","      ","  ","2-2-m-* ","WEBDA","Lynga",871,"D14",
" ","Majaess 99       ","08 21 45","-42 04 55","IR",10,"     ","      ","      ",-4.51,0.34,1.54,0.54,89,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",872,"D14",
" ","AH03 J0822 36.4  ","08 22 12","-36 24 00","  ",12,750,0.13,6.95,-3.48,0.11,1.49,0.13,303,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",873,"D14",
" ","Majaess 101      ","08 22 49","-41 37 10","IR",2,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",874,"   ",
"P","NGC 2588         ","08 23 10","-32 58 30","  ",2,4950,0.3,8.65,0.04,0.58,3.17,0.58,80,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",875,"K14",
" ","Majaess 104      ","08 23 15","-41 46 06","IR",6,"     ","      ","      ",-5.49,0.5,6.65,0.64,21,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",876,"D14",
"P","Collinder 185    ","08 23 21","-36 20 00","  ",10,1486,0.21,8.11,-2.81,1.16,3.72,1.15,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",877,"BDW",
" ","NGC 2587         ","08 23 25","-29 30 30","  ",16,2700,0.1,8.7,-4.3,3.6,-2.5,3.4,18,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",878,"PCA",
" ","Collinder 187    ","08 24 13","-29 10 00","d ",5,2187,0.312,8.915,-2.2,0.35,1.39,0.01,71,"K14","       ","     ","   ","      ","      ","  ","3-1-p-* ","WEBDA","Lynga",879,"D14",
" ","ESO 312 03       ","08 24 26","-41 17 52","  ",6,2170,0.52,8.9,-3.28,0.32,1.59,0.26,106,"K14","       ","     ","   ","      ","      ","  ","3-2-R-* ","WEBDA","Lynga",880,"D14",
" ","Ruprecht 60      ","08 24 26","-47 12 51","  ",8,6160,0.64,8.6,-1.29,0.2,3.5,0.34,138,"K14","       ","     ","   ","      ","      ","  ","3-2-m-* ","WEBDA","Lynga",881,"D14",
